"sales_review","positive","negative","net_tone","Buyer","Seller","Date","rating","price_USD","review_text","meta_category"
2942,7,0,7,"MavyRule","tinytindy90","10/24/2017",5,77,"Fast deliver, great stealth & some seriously powerful MDMA. Will be back! Thanks :)","MDMA"
2943,3,0,3,"purplerain123","tinytindy90","6/9/2017",2,156,"product arrived quickly which was great. But that is NOT 90%. pure. MDMA. I've had the full lot and I'm only slightly buzzing","MDMA"
2944,3,0,3,"bOEing3Rdyr","tinytindy90","6/14/2017",5,149,"Good Stealth :)","MDMA"
2945,0,-2,-2,"TomBrosnan","tinytindy90","5/10/2017",5,259,"Ordered from this Vendor many times and have never been disappointed.","MDMA"
2946,2,0,2,"extra1111","tinytindy90","5/2/2017",5,582,"Trusted vendor","MDMA"
2947,6,0,6,"capcha369","tinytindy90","8/29/2017",5,95,"Vendor made good after Lunacy/SR3 issues. Very responsive and accomodating once I was able to reach ot to them","MDMA"
2948,0,-1,-1,"pepperpod","tinytindy90","10/21/2017",-5,75," No product. Nothing.","MDMA"
2949,6,0,6,"epocoleptics07","tinytindy90","6/20/2017",5,461,"great communication and great stuff","MDMA"
2950,5,0,5,"extraextra2017","tinytindy90","6/22/2017",5,164,"Good stuff. Will be back again thanks","MDMA"
2951,0,-4,-4,"zeedub","tinytindy90","8/4/2017",-5,469,"Seller is an asshole said they will ship and they lie","MDMA"
2952,3,0,3,"thefreeman2027","tinytindy90","6/5/2017",5,210,"Excellent Service as Usual 5/5","MDMA"
2953,0,0,0,"ktetetet","tinytindy90","9/5/2017",-5,105,"NEVER RECEIVED.","MDMA"
2954,3,0,3,"thefreeman2027","tinytindy90","6/5/2017",5,112,"Excellent Service As Usual ","Valium"
2955,2,0,2,"hhib","tinytindy90","11/8/2017",5,48,"Thank you!","Valium"
2956,3,0,3,"RichardRichard1","tinytindy90","5/6/2017",5,193,"perfect","Valium"
2957,3,0,3,"oswonkenobi","tinytindy90","5/10/2017",5,77,"Excellent :-)","Valium"
2958,0,-1,-1,"hjkdfbvhebvhke","tinytindy90","11/28/2017",-5,12,"Not in blister pack.  White, unmarked tablets, does not reply!   AVOID this scammer!","Valium"
2959,3,0,3,"JonnyV","tinytindy90","10/21/2017",5,255,"Great Product","Valium"
2960,2,0,2,"NTJ","tinytindy90","12/21/2017",4,7,"Many Thanks.","Valium"
2961,0,-3,-3,"zyr361","tinytindy90","9/9/2017",-3,191,"think these are fake","Valium"
2962,4,0,4,"aUSerNameNoBodyHasTaken","tinytindy90","6/13/2017",5,569,"Excellent, quick and easy. Will be back!","Valium"
2963,0,0,0,"silverfish393","tinytindy90","5/8/2017",4,527,"took nearly 2 weeks, but it arrived and its all okay","Valium"
2964,2,-2,0,"MidnightMan21","tinytindy90","6/1/2017",5,98,"first order didn't arrive but they reshipped without any problem and I would highly recommend to others to use these guys.","Valium"
2965,0,-1,-1,"2u74james","tinytindy90","5/10/2017",-5,172,"The order did not arrive in a pharma blister pack as described. The pills where wrapped in paper towel.. I suspect these are not genuine pharma vals....","Valium"
2966,0,0,0,"circlek","tinytindy90","8/10/2017",0,449,"five week since it was send, but still nothing received.. ","Valium"
2967,0,-2,-2,"Georphys33","Trizzle17979","12/10/2017",-5,63,"I never received.  I informed the seller.  He said that he is short on stock and I should start a ticket for a refund.  I logged a ticket for refund as per seller message.  My message and the seller's message to me gets ignored and money is released.  I ca","Xanax"
2968,0,-1,-1,"bogico036","vendorus","11/16/2017",-5,36,"SCAMMER ALERT!!!!","Xanax"
2969,2,0,2,"caliplug","vendorus","10/24/2017",5,39,"Order Received So I Recommend ","Ketamine"
2970,0,0,0,"rendezvous","vendorus","11/10/2017",-5,33,"SCAMMER!!!!","Quaaludes"
2971,0,0,0,"pojgjkmih","vendorus","11/16/2017",-5,34,"SCAMMER","Xanax"
2972,0,-2,-2,"bestofme","vendorus","11/16/2017",-5,34,"SCAMMITY SCAM SCAMMER","Adderall"
2973,0,0,0,"crytomind","vendorus","11/16/2017",-5,34,"SCAMMER!!!!","Demerol"
2974,0,0,0,"Opok","ViceKings","4/28/2017",5,312,"quality +++ quantity 1.15g +++++","Heroin"
2975,2,0,2,"joedirt","ViceKings","5/20/2017",5,606,"US in about 11 days.  Trusted vendor, would def buy from again","Heroin"
2976,0,0,0,"copenhagen","ViceKings","5/17/2017",3,239,"Never received, but offered a 50% refund","Edibles"
2977,4,0,4,"user12esy","ViceKings","1/17/2018",5,99,"Yay! Awesome mate!","Cocaine"
2978,5,0,5,"sammysnape","ViceKings","6/10/2017",5,1683,"Great Stuff. Thanks","Cocaine"
2979,6,0,6,"bigtdogg","ViceKings","5/6/2017",5,354,"Awesome Quality! Stealth Packaging. Thanks","Cocaine"
2980,3,0,3,"mynameisjeff25","ViceKings","4/23/2017",5,779,"took a while (still within time limit though) good stuff ","Cocaine"
2981,3,0,3,"blackspace","ViceKings","4/29/2017",5,384,"Fast delivery, and nice product/packing","Cocaine"
2982,3,0,3,"2791denije","ViceKings","6/20/2017",5,203,"All good","Cocaine"
2983,5,0,5,"bigtdogg","ViceKings","6/5/2017",5,700,"Great service again. Thanks","Cocaine"
2984,6,0,6,"Doudoune","ViceKings","5/4/2017",3.57,2211,"very good quality for the price, very nice communication, A++++","Cocaine"
2985,0,-5,-5,"guigz66","ViceKings","10/5/2017",-5,129,"PURE SCAM !! NEVER SEND ! NEVER ANSWER !!! brothers: if you dont loose your money: never order to this scammer !!!  scammer !!!! scammer !! scammer !!! scammer !! scamer !! dont buy here !!!! faites attention les franais !!!! Ce mec a pas de respec","Cocaine"
2986,0,-1,-1,"noon12am","ViceKings","9/22/2017",-5,297,"dissapointed, normally it turns up, nothing received, no reply to messages","Cocaine"
2987,0,0,0,"Ravingshoes","ViceKings","10/9/2017",-5,443,"Order never received ","Cocaine"
2988,3,0,3,"wonkaswilly","ViceKings","6/7/2017",5,372,"Again. Great stuff!!","Cocaine"
2989,3,0,3,"kkkddd1930","ViceKings","5/14/2017",5,622,"Good stuff!","Cocaine"
2990,0,-3,-3,"TheArtfulDodger","ViceKings","6/27/2017",-5,226,"Was never refunded for  garbage advertised as gold. Told me to take bad review off and he would reiumburse. Of course this never came.","Cocaine"
2991,2,0,2,"Larsson09","ViceKings","6/28/2017",5,215,"Last batch was better","Cocaine"
2992,7,0,7,"wonkaswilly","ViceKings","5/29/2017",5,325,"Great stuff, worth the wait. Cheers!!","Cocaine"
2993,3,0,3,"sammysnape","ViceKings","5/19/2017",5,933,"Great stuff A++.","Cocaine"
2994,2,-2,0,"MasterPyxels","ViceKings","5/29/2017",2,431,"Light and strange taste, and strange color (pale brown), there is better but for its price it's acceptable","Cocaine"
2995,9,0,9,"81dsmer","ViceKings","1/14/2018",5,39,"Excellent product!! Great shipping and good communication.","Cocaine"
2996,1,0,1,"hd7","ViceKings","10/2/2017",-5,123,"Do not send money to ViceKings!!!! ViceKings did not give me either of the two orders. First for $ 114. The second one I ordered for $ 59 to write a message to him. Not solved neither of the two tickets!!! ","Cocaine"
2997,6,0,6,"Doudoune","ViceKings","5/2/2017",4.17,993,"very good transaction, excellent communication. A++++","Cocaine"
2998,6,0,6,"ibiza2016","ViceKings","6/4/2017",5,927,"These guys product is as good as it gets. They are a pleasure to deal with ","Cocaine"
2999,3,0,3,"mimo","ViceKings","5/14/2017",5,310,"Great","Cocaine"
3000,0,0,0,"Mackoo","ViceKings","10/20/2017",-5,185,"I did not receive my order, and they","Cocaine"
3001,0,-2,-2,"Kamicaol","ViceKings","4/22/2017",-5,771,"Too late bro...??, order from Pre migration never arrived, offered 25%, vendor never had address post migration to send order out to, I am banned from dealing with the vendor, buyer beware.","Cocaine"
3002,0,-2,-2,"Kamicaol","ViceKings","4/22/2017",-5,768,"Too late bro...??, order from Pre migration never arrived, offered 25%, vendor never had address post migration to send order out to, I am banned from dealing with the vendor, buyer beware.","Cocaine"
3003,5,-1,4,"Doudoune","ViceKings","5/31/2017",5,247,"No Fast delivery, very good value for money. I recommend.","Cocaine"
3004,9,-2,7,"Amindblown","ViceKings","6/25/2017",5,207,"Quality, weight, packaging all on point. Great communication with vendor. Only drawback is how long it took, I'm super impatient. Overall, excellent transaction. ","Cocaine"
3005,6,0,6,"lucky67","ViceKings","6/2/2017",5,226,"Good service and nice cocaine and packaging","Cocaine"
3006,0,0,0,"hillbilljoethehamster","ViceKings","8/25/2017",-5,122,"will change when i receive my order, or at least an answer to my messages","Cocaine"
3007,0,0,0,"waschmittel","ViceKings","1/18/2018",5,48,"Very fast delivery to Germany -thx","Cocaine"
3008,3,0,3,"Mackoo","ViceKings","6/2/2017",5,225,"Good and quick","Cocaine"
3009,0,-2,-2,"spambot","ViceKings","10/8/2017",-5,119,"waited 2 weeks, no goods and vendor won't respond to msg. Avoid!!","Cocaine"
3010,3,0,3,"gary1986","ViceKings","4/26/2017",3.57,2441,"good","Cocaine"
3011,2,0,2,"nitrox187","ViceKings","6/29/2017",5,952,"Top","Cocaine"
3012,0,0,0,"Opok","ViceKings","4/28/2017",3,241,"quality +++++ quantity buy 0.4 send 0.25","Cocaine"
3013,0,0,0,"wertwertwert","ViceKings","5/6/2017",-5,627,"Never received anything","Cocaine"
3014,2,-2,0,"stopnu","ViceKings","5/23/2017",3,251,"very fast delivery. Little bit disappointed by the quality. Thanks for shipping so fast","Cocaine"
3015,2,0,2,"c4c4trus","ViceKings","1/25/2018",5,48,"thanks, quick delivery","Cocaine"
3016,0,0,0,"ABC321","ViceKings","9/11/2017",-5,129,"Order not arrived","Cocaine"
3017,0,-1,-1,"Stourac123","ViceKings","9/22/2017",-5,152,"Did not came.. No comunication","Cocaine"
3018,6,-1,5,"BrandNewMan","ViceKings","6/28/2017",4,605,"Received after a long delay. The quailty is not exactly as advertised; it has been stepped on rather heavily. Maybe I shouldn't be picky, it is pretty good but not as clean as indicated.","Cocaine"
3019,1,0,1,"misterfreckles","ViceKings","6/14/2017",5,431,"Fast and easy buy, neat product.","Cocaine"
3020,0,-2,-2,"jacksparr63","ViceKings","9/29/2017",-5,130,"Pure scam!","Cocaine"
3021,6,-1,5,"BrandNewMan","ViceKings","6/28/2017",4,605,"Received after a long delay. The quailty is not exactly as advertised; it has been stepped on rather heavily. Maybe I shouldn't be picky, it is pretty good but not as clean as indicated.","Cocaine"
3022,8,0,8,"user12esy","ViceKings","1/26/2018",5,234,"Awesome vendor! Awesome quality! Shipping to Germany :)","Cocaine"
3023,11,0,11,"Doudoune","ViceKings","5/15/2017",5,922,"Fast shipping, excellent communication with the seller, very good value for money, excellent product, I highly recommend this seller ","Cocaine"
3024,6,0,6,"lucky67","ViceKings","5/17/2017",5,316,"Good service, nice packaging","Cocaine"
3025,2,0,2,"benqu","ViceKings","1/19/2018",5,90,"very clean product. quick despatch. .","Cocaine"
3026,8,0,8,"21drugstreet","ViceKings","6/10/2017",5,193,"great stealth, arrrived in australia after 11 working days, thanks guy, great stuff!!! ","Cocaine"
3027,11,0,11,"bll99","ViceKings","8/3/2017",5,563,"awesome awesome quick and good","Cocaine"
3028,0,0,0,"Dgex07","ViceKings","5/24/2017",-5,244,"didnt receive and did not return the money.","MDMA"
3029,3,0,3,"PeterG23","ViceKings","6/17/2017",5,291,"All good!","MDMA"
3030,0,-1,-1,"babapinkmama","ViceKings","10/3/2017",-5,168,"no product delievered","MDMA"
3031,3,0,3,"jurnee01","ViceKings","6/24/2017",5,274,"Great","MDMA"
3032,3,0,3,"Yamoyzzz","ViceKings","5/8/2017",4.17,1176,"Great vendor ! ","MDMA"
3033,5,0,5,"sammysnape","ViceKings","6/11/2017",5,202,"Great Stuff. Thanks","MDMA"
3034,0,0,0,"ABC321","ViceKings","9/18/2017",-5,134,"Order has not arrived","Ecstasy"
3035,0,0,0,"thwricy6hg","ViceKings","8/12/2017",-5,186,"I made the purchase 8/13, after that the vendor literally disapeared and I didn't receive any update or even the package. I will change my review if the vendor answer the chat or give me any satisfaction about the order","MDMA"
3036,0,0,0,"Truth42","ViceKings","9/3/2017",-5,108,"Never arrived","Ecstasy"
3037,3,0,3,"digoxin1","ViceKings","6/16/2017",5,378,"excellent","Ecstasy"
3038,3,-2,1,"LocusLobster98","ViceKings","6/20/2017",5,226,"Great Stealth. Fire Product. Will be back!","MDMA"
3039,3,0,3,"jurnee01","ViceKings","6/24/2017",5,274,"Great","MDMA"
3040,3,0,3,"bobcarl69","ViceKings","5/5/2017",-5,99,"Great Vendor, would use again","MDMA"
3041,3,0,3,"Xxxblueacidxxx","ViceKings","6/29/2017",5,228,"came quick good service a this guys is legit!  i highly recomend his service","MDMA"
3042,9,0,9,"o[-_-]o","ViceKings","5/8/2017",5,309,"Pills are really good. Strong enough, but clean MDMA. I recommend it","Ecstasy"
3043,0,0,0,"canosprite","ViceKings","10/22/2017",-5,86,"Never arrived","Ecstasy"
3044,3,0,3,"kokin401","ViceKings","6/24/2017",5,125,"perfect.","MDMA"
3045,3,0,3,"kokin401","ViceKings","6/24/2017",5,125,"perfect.","MDMA"
3046,3,0,3,"Mackoo","ViceKings","6/2/2017",5,75,"Good and quick","MDMA"
3047,9,-2,7,"Abraxaccounonymity","ViceKings","7/31/2017",-5,216,"perfect shipping ! vacume sealled, crazy good stealth! mailling address typed on sticker and pasted! and best of all, dope stuff !","MDMA"
3048,3,0,3,"bobcarl69","ViceKings","5/15/2017",-5,112,"fast shipping, Tested with marquis frohde and mecke, all good","MDMA"
3049,2,0,2,"zenabotsweli","ViceKings","5/22/2017",5,163,"Thank you for the delivery","MDMA"
3050,2,-5,-3,"loopyLa49Qvc","ViceKings","10/3/2017",-5,116,"No delivery and no response to support tickets. Scam avoid at all costs.","Ecstasy"
3051,6,0,6,"Lee1","ViceKings","5/4/2017",5,399,"Thank you Friend, Big Love","MDMA"
3052,3,0,3,"coyote","ViceKings","1/14/2018",5,32,"very good","MDMA"
3053,3,0,3,"ollaolla","waweldragon","5/31/2017",5,120,"Lemon Haze a little leathy but for this price its great anyway","Weed"
3054,9,0,9,"bigdick35","waweldragon","5/24/2017",5,124,"promissed high quality and great stealth packing thanks for that! delivery was more than 1week but it was worth waiting;) thank you! rating 5 from me;)","Weed"
3055,7,0,7,"new1234567","waweldragon","5/4/2017",5,139,"not 100% dry but very good for this price. Top stealth! recommended ","Speed"
3056,3,0,3,"discoinferna","waweldragon","5/15/2017",5,122,"Towar dostarczony w 5d, super sprzedawca polecam w 100%","Speed"
3057,7,0,7,"alehandrooo","waweldragon","4/29/2017",5,157,"thanks for all help how to use silkroad! and your product is nice;)","Speed"
3058,0,0,0,"tonnytarko","waweldragon","5/29/2017",5,118,"product quality 5 shipping time could be faster...","Speed"
3059,6,0,6,"alehandrooo","waweldragon","5/9/2017",5,129,"good seller good product","Speed"
3060,3,0,3,"marek3000","waweldragon","4/30/2017",5,155,"SUPER! 5+","Speed"
3061,5,0,5,"redwhitee","waweldragon","5/24/2017",5,87,"good quality dry speed and very helpful seller;)","Speed"
3062,0,0,0,"erupaq","waweldragon","5/29/2017",5,80,"Quality OK. Stealth OK. Order received longer than expected","Speed"
3063,1,-1,0,"tonnytarko","waweldragon","5/8/2017",5,128,"well packed profesional stealth recomended seller very safe to ship no problemo!","Speed"
3064,3,0,3,"pupalapoo","waweldragon","5/10/2017",5,120,"quality product, profesional stealth. recomend this seller he good","Speed"
3065,0,0,0,"marek3000","waweldragon","5/12/2017",5,155,"quality A+","MDMA"
3066,4,0,4,"aladyr555","waweldragon","6/2/2017",5,177,"Stealth 5/5 Communication 5/5 Strong hit after 30min recommend to take 1/2pill if youre mdma sensitive ","Ecstasy"
3067,5,0,5,"alizaliza22","waweldragon","6/3/2017",4,172,"strong pills, good stealth but 2 pills were crashed because of packing 4/5 total","Ecstasy"
3068,3,0,3,"scurvymike","waxthtazz","5/25/2017",-5,171,"i love you ","Concentrates"
3069,3,0,3,"jedimaster","waxthtazz","5/15/2017",4.17,1131,"good","Concentrates"
3070,3,0,3,"saclunch","waxthtazz","6/6/2017",5,150,"Great","Concentrates"
3071,4,0,4,"rexquandoo","waxthtazz","4/28/2017",5,627,"Amazing Product two day delivery ","Concentrates"
3072,3,0,3,"peanut","waxthtazz","6/17/2017",5,236,"nice","Concentrates"
3073,1,0,1,"anon010010","waxthtazz","5/3/2017",5,556,"Straight Gas 5/5","Concentrates"
3074,3,0,3,"peanut","waxthtazz","5/27/2017",5,191,"great","Concentrates"
3075,0,0,0,"rrman","waxthtazz","6/16/2017",5,174,"Professional","Concentrates"
3076,6,0,6,"sourjuba","waxthtazz","12/17/2017",5,121,"Excellent product and great attention to detail with shipping.","Weed"
3077,3,0,3,"DeadDrop9000","waxthtazz","6/4/2017",5,314,"Quick shipping & great packaging.","Concentrates"
3078,3,0,3,"chris57","waxthtazz","1/7/2018",5,144,"very quick delivery  great job","Weed"
3079,3,0,3,"chris57","waxthtazz","5/27/2017",5,1048,"excellent delivery time","Weed"
3080,4,0,4,"hannahtaylor16","waxthtazz","6/6/2017",5,152,"AMAZING!! ","Concentrates"
3081,0,0,0,"majorchelsea1234","waxthtazz","5/26/2017",5,792,"Recieved very quickly!","Weed"
3082,4,-4,0,"kevinmcg1982","waxthtazz","5/22/2017",5,196,"awesome vendor. many orders received FAST AS HELL","Concentrates"
3083,11,-2,9,"drjamesshu","waxthtazz","4/23/2017",5,475,"you won't be disappointed w/this vender .hes stealth is very good .very quick ,spot on weight,and a nice gift REALLY nice .10stars all the way . ","Concentrates"
3084,0,0,0,"gt565","waxthtazz","5/25/2017",0,170,"Not sure what i received","Concentrates"
3085,3,0,3,"peanut","waxthtazz","6/3/2017",5,312,"perfect","Concentrates"
3086,4,0,4,"rexquandoo","waxthtazz","5/31/2017",5,817,"Amazing Seller Fast Delivery ","Concentrates"
3087,3,0,3,"peanut","waxthtazz","6/15/2017",5,117,"nice","Concentrates"
3088,3,0,3,"bbob27","waxthtazz","6/15/2017",5,115,"absolutly delicious! super speedy delivery. will b ordering again soon","Edibles"
3089,3,0,3,"FuzzyButtons","waxthtazz","6/17/2017",5,758,"great vendor","Weed"
3090,6,0,6,"FuzzyButtons","waxthtazz","5/29/2017",5,601,"As always great vendor!  Quick delivery.  Great product","Concentrates"
3091,3,0,3,"Alto72","waxthtazz","6/4/2017",5,910,"Fast shipping. Good product.","Weed"
3092,3,0,3,"1968Mustang","waxthtazz","5/15/2017",5,260,"very good very fast I will buy again","Meth"
3093,3,0,3,"FoulMouth69","waxthtazz","12/3/2017",5,156,"Great product and price as usual ","Meth"
3094,4,0,4,"Coltrane","waxthtazz","5/8/2017",5,2113,"Awesome experience and product hands down ","Meth"
3095,3,0,3,"MarineKan","waxthtazz","12/3/2017",5,166,"Great Experience!! Fast Shipping","Meth"
3096,1,0,1,"shdwjaybone","waxthtazz","6/2/2017",5,185,"Fastest free shipping I've ever seen. Also a few points over, buy from this guy","Meth"
3097,3,0,3,"FoulMouth69","waxthtazz","11/16/2017",5,59,"Quickest delivery Ive had on any market. Great product and price. ","Meth"
3098,3,0,3,"criticalfest","waxthtazz","5/22/2017",5,341,"excellent","Meth"
3099,3,0,3,"Alphabetsoup1123","waxthtazz","1/23/2018",5,39,"super fast delivery","Meth"
3100,3,0,3,"centilli0n","waxthtazz","1/5/2018",5,107,"perfect","Meth"
3101,5,0,5,"Mrrobb43 ","waxthtazz","5/8/2017",5,295,"All 5's. Great stealth. Thank you!","Meth"
3102,0,0,0,"trites800","waxthtazz","5/18/2017",5,406,"Received as advertised prompt shipping ","Meth"
3103,3,0,3,"Mrrobb43 ","waxthtazz","6/4/2017",5,182,"Quick delivery. Great stealth","Meth"
3104,3,0,3,"gh479gh","waxthtazz","11/14/2017",5,70,"order arrived quickly, excellent quality","Meth"
3105,2,0,2,"sugartits666","waxthtazz","5/27/2017",5,438,"thank you!!!!","Meth"
3106,0,-4,-4,"thebigflyguy","waxthtazz","5/6/2017",5,300,"That was the quickest fucking shipping ive ever seen. ","Meth"
3107,3,0,3,"tropicalrain","waxthtazz","5/20/2017",5,359,"the best!","Meth"
3108,2,0,2,"Googleman","waxthtazz","11/23/2017",5,56,"Product came quickly as described. Highly recommend this vendor.","Meth"
3109,3,0,3,"Firenice","waxthtazz","12/22/2017",5,127,"Very impressive packaging!","Meth"
3110,3,0,3,"freerideeast333","waxthtazz","6/28/2017",5,469,"excellent and fast. ","Meth"
3111,3,0,3,"Cojiro","waxthtazz","6/5/2017",5,1281,"Excellent experience. Quick delivery, and quality product.","Meth"
3112,3,0,3,"ImpressiveDonkey","waxthtazz","5/25/2017",5,167,"Efficient, porfessional, and polite. Extremely fast delivery. Great quality product.","Meth"
3113,3,0,3,"Alphabetsoup1123","waxthtazz","12/20/2017",5,50,"2nd order twice as good as the first","Meth"
3114,3,0,3,"Kensington","waxthtazz","6/1/2017",5,187,"great communication","Meth"
3115,3,0,3,"jbenr","waxthtazz","11/16/2017",5,58,"real deal. everything perfect","Meth"
3116,2,0,2,"Cojiro","waxthtazz","6/22/2017",5,1981,"Amazingly fast delivery and top quality product. 10/10 will do business again.","Meth"
3117,6,-4,2,"R4pidF1R3","waxthtazz","6/2/2017",5,185,"Super fucking fast delivery, product is excellent. Multiple buyer, won't be going anywhere else.","Meth"
3118,6,0,6,"roswell47","waxthtazz","6/10/2017",5,158,"super fast. Perfect.","Meth"
3119,7,0,7,"1968Mustang","waxthtazz","6/29/2017",5,336,"fast/secure/great quality and generous weight","Meth"
3120,3,0,3,"gh479gh","waxthtazz","11/20/2017",5,222,"great seller","Meth"
3121,4,0,4,"Coltrane","waxthtazz","5/15/2017",5,1961,"Awesome as usual ","Meth"
3122,0,0,0,"JD","waxthtazz","6/21/2017",-5,504,"did not receive product.","Meth"
3123,0,0,0,"JD","waxthtazz","6/21/2017",-5,504,"did not receive product.","Meth"
3124,3,0,3,"centilli0n","waxthtazz","11/30/2017",5,150,"Real Deal / everything perfect. Fast/Stealth/As Advertised","Meth"
3125,6,0,6,"Alphabetsoup1123","waxthtazz","11/23/2017",5,56,"good quality. good service","Meth"
3126,0,0,0,"druggydave","WhiskersTheCat","11/15/2017",5,8,"fast shipping, fast buzz","MDMA"
3127,3,0,3,"Banks7777","WhiskersTheCat","11/23/2017",5,64,"Good service","MDMA"
3128,4,0,4,"ZapAttack","WhiskersTheCat","1/1/2018",5,50,"Fast delivery, very helpful support. Would buy again","MDMA"
3129,3,0,3,"Elagbiamine","WhiskersTheCat","11/16/2017",5,8,"Good product. Trustable seller","MDMA"
3130,1,0,1,"freedomfighter420","WhiskersTheCat","11/28/2017",5,56,"legit vendor and product. tested it, straight to darkpurple/black..will be taste testing soon. will be back","MDMA"
3131,7,0,7,"YoungChem","WhiskersTheCat","11/28/2017",5,56,"Really good quality! All of my customers really enjoyed. Just wish I could have tried it myself. They are a go to for great qualilty MDMA :)","MDMA"
3132,0,0,0,"kingoftheocean","WhiskersTheCat","11/24/2017",5,7,"order came fast and well packed, still need to try it","MDMA"
3133,0,-1,-1,"Geoff2","WhiskersTheCat","11/14/2017",-5,9,"No bueno","MDMA"
3134,0,-2,-2,"darkwebninja","WhiskersTheCat","11/16/2017",5,9,"Fire","MDMA"
3135,3,0,3,"PeakyBlinder","WhiskersTheCat","11/13/2017",5,9,"Fast shipping. Weight is on point and product looks good. Testing this weekend, will ordeer again if it does what it says on the tin. ","MDMA"
3136,3,0,3,"proview25","xfuckx","11/8/2017",5,178,"great stealth A+","Cocaine"
3137,3,0,3,"merc14","xfuckx","11/11/2017",5,50,"quick and easy thanks!","Cocaine"
3138,5,-1,4,"cholo101","xfuckx","11/12/2017",5,49,"ok stuff. Its not the best but you get what you pay for and  its worth the money. I'd defietly buy agian. 14DD to USA","Cocaine"
3139,3,0,3,"beuzzleklair","xfuckx","1/22/2018",5,103,"Good Product - Quick Shipping","Cocaine"
3140,0,0,0,"CraCra","xfuckx","9/10/2017",0,227,"Never Received","Cocaine"
3141,0,0,0,"Buttnugget7","xfuckx","1/2/2018",5,38,"Shipped and received as ordered! ","Cocaine"
3142,6,0,6,"mjjone","xfuckx","12/9/2017",5,77,"Fantastic stuff and quite generous","Cocaine"
3143,8,0,8,"basssystem","xfuckx","1/6/2018",5,228,"Fast delivery (3 days to EU), very good product, and very discreet stealth... Just perfect thank you my friend!","Cocaine"
3144,3,0,3,"tampo20","xfuckx","11/24/2017",5,137,"cosmos ,delivery quick, quality good !!!!!!!!!!!!!!!!","Cocaine"
3145,3,0,3,"Artoh","xfuckx","1/2/2018",5,37,"Super","Cocaine"
3146,3,0,3,"wgmavo","xfuckx","1/15/2018",5,401,"stealth, nice quality","Cocaine"
3147,9,0,9,"PUMPKIN69","xfuckx","11/29/2017",5,151,"Service was phenomenal. Was very helpful with questions through email. Package was delivered within time of 5-21 days (day 9.) Stealth was great! Will definitely be buying from this seller again! Product is also fantastic and as described. ","Cocaine"
3148,3,0,3,"Gcharbon","xfuckx","1/6/2018",5,66,"Quality was not really good... ","Cocaine"
3149,3,0,3,"St4N","xfuckx","1/9/2018",5,148,"very good vendor and stuff","Cocaine"
3150,5,0,5,"JonnyV","xfuckx","11/20/2017",5,132,"Excellent Product - Trusted Seller","Cocaine"
3151,6,0,6,"Napoleon","xfuckx","11/15/2017",5,42,"Product was amazing. Never seen this kind of package TOPP","Cocaine"
3152,11,0,11,"GFK","xfuckx","1/2/2018",5,203,"Super fast, only 2 days for 1200km !!! Great product the best SR seller I've seen so far. I highly recommend it!!!","Cocaine"
3153,3,0,3,"Lastres","xfuckx","11/20/2017",5,37,"Nice but overrated in my opinion. 5 stars seller.","Cocaine"
3154,0,0,0,"Peacockfeathers","xfuckx","11/15/2017",5,152,"Arrived but epected vaccuum sealed for security","Cocaine"
3155,3,0,3,"eajet","xfuckx","11/14/2017",5,248,"Excellent product","Cocaine"
3156,6,0,6,"mob91","xfuckx","11/23/2017",5,334,"Great stuff and great service","Cocaine"
3157,2,0,2,"malibustacey","xfuckx","12/18/2017",5,87,"very clever packaging","Cocaine"
3158,6,0,6,"wonkaswilly","xfuckx","11/25/2017",5,315,"Nice quality and very nice cloak!! ","Cocaine"
3159,2,0,2,"protor","xfuckx","12/12/2017",5,159,"recommended ","Cocaine"
3160,8,0,8,"socagirl","xfuckx","12/21/2017",5,8,"great product, friendly to work with but took 3+ weeks to arrive which is alittle too long. Stealth was good. ","Cocaine"
3161,8,0,8,"Kencos","xfuckx","12/8/2017",5,36,"Nice Clean & Potent Cola,Pleasure to deal with, Will buy again","Cocaine"
3162,3,0,3,"user922013","xfuckx","1/15/2018",5,199,"Great ! Thank's ;)","Cocaine"
3163,3,0,3,"ibiza2016","xfuckx","1/24/2018",5,249,"As easy and relaible as Amazon. Top vendor ","Cocaine"
3164,3,0,3,"stevejones","xfuckx","11/11/2017",5,21,"Great","Cocaine"
3165,3,0,3,"Dadive","xfuckx","12/4/2017",5,96,"Happy Days!","Cocaine"
3166,3,0,3,"pbrstreetgang37","xfuckx","12/27/2017",5,295,"excellent","Cocaine"
3167,2,-1,1,"clintdev","xfuckx","1/29/2018",5,246,"incredible service, delivered in 2 days and with top class stealth. WIll leave a further comment once ive sampled","Cocaine"
3168,2,0,2,"protor","xfuckx","12/5/2017",5,233,"recommended ","Cocaine"
3169,2,0,2,"patricelubumba","xfuckx","11/26/2017",3,64,"Smooth and clean! But not sure it's 90%..","Cocaine"
3170,3,0,3,"moburns","xfuckx","11/28/2017",5,110,"Perfect","Cocaine"
3171,0,-3,-3,"summerskiier","xfuckx","9/16/2017",5,130,"This vendor worked with me through a particularly difficult transaction despite the lack of incetive/profit on their end.  This says a lot about this vendors business character.  I highly reccomend xfuckx.","Cocaine"
3172,5,0,5,"basssystem","xfuckx","1/23/2018",5,247,"More 90% pure, fast delivery, perfect thank you","Cocaine"
3173,3,0,3,"Thibto5","xfuckx","1/6/2018",5,38,"2nd order, fast shipping, good vendor","Cocaine"
