"Buyer","Seller","Date","rating","price_USD","review_text","meta_category"
"mattp1901997","HQPunlimited","11/22/2017",5,160,"Shipping: AAA+++ Customer Service: AAA+++ Qaulity: AAA+++ Weight was .2 off but still great price and product.","Concentrates"
"bobik","Icarus75","5/29/2017",5,208,"nice quality, thanks","Weed"
"syko211","italianmafia","12/13/2017",5,55,"Awesome stuff! Received the shipment on time without any hassle. italianmafia is a great vendor.","Weed"
"koukouloume","italianmafia","10/9/2017",0,209,"I will update as soon as i receive the order","Weed"
"chris57","italianmafia","9/29/2017",-5,231,"do not buy from this vendor!!!!    scam artists!!!","Weed"
"Hubert","italianmafia","8/6/2017",3,264,"Took forever, no stealth, product is ok but not great","Hash"
"jimmy87","italianmafia","5/23/2017",4,193,"3 weeks for delivery but good product.","Hash"
"Doghd1972","italianmafia","9/8/2017",-5,304,"Placed order 14 days ago and still not received and no response to my message 5 days ago","Speed"
"o[-_-]o","italianmafia","4/29/2017",5,254,"1 week to UK, but the shit is good :)","Speed"
"Ravethee","italianmafia","5/4/2017",5,226,"Excellent service. You guys got my next order :)","Speed"
"12qwe12","italianmafia","4/3/2017",5,1216,"Good one","Speed"
"wubbalubbadubdub","italianmafia","5/30/2017",-2,539,"It's been more than a month, and still haven't received, have given up hope.  I guess that's what I get for ordering from the states.","Cocaine"
"royce","italianmafia","6/24/2017",5,449,"wait was worth it ","Cocaine"
"Slonik","italianmafia","6/12/2017",5,854,"Very good","Cocaine"
"loopyLa49Qvc","italianmafia","10/3/2017",-5,282,"No delivery and no response to messages. Scam!!!","Cocaine"
"buenosaires","italianmafia","8/10/2017",5,450,"Good quality A+","Cocaine"
"dingledisco2","italianmafia","8/27/2017",-5,108,"Never received the order and they never answer my messages","Cocaine"
"woozy","italianmafia","5/12/2017",5,264,"brilliant service","Cocaine"
"Demir","italianmafia","3/28/2017",2.5,441,"Fast delivery, very good stealth, strong coke! Top!","Cocaine"
"strontana","italianmafia","12/28/2017",-5,21,"THIS PEOPLE ARE NO VENDORS, THEY ARE JUST ORDINARY THIEFS!!!!! DONT TRY TO BUY HERE!!!!!!","Cocaine"
"vlamimi444","italianmafia","8/2/2017",-5,666,"order not receive","Cocaine"
"freelance1234","italianmafia","9/12/2017",-5,72,"No shipping","Cocaine"
"Malex","italianmafia","9/18/2017",-5,417,"WARNING! DO NOT PAY!! No delivery.No answer on questions. Waste of time and money. WARNING! DO NOT ORDER!!","Cocaine"
"HKirk22","italianmafia","12/5/2017",5,115,"Quality gear","Cocaine"
"Ali6688BaBa","italianmafia","8/12/2017",-5,176,"i have not received this order","Cocaine"
"StayOn","italianmafia","12/5/2017",5,40,"very strong, definitely very high cocaine content, felt almost a little bit like on amphetamine","Cocaine"
"LucidDreamer","italianmafia","9/8/2017",-5,99,"Still waiting for package 4 weeks after order. Vendor does not answer support request","Cocaine"
"Plato420","italianmafia","8/12/2017",-5,1629,"released funds out of trust, can't even get a response. This is a lot of money to lose","Cocaine"
"onnow","italianmafia","4/17/2017",-5,389,"Recieved just empty letter with no stuff in there and the vendor is not willing to do anything with it. Its my firts time that i write negative feedback. Be aware!!","Cocaine"
"ripped4lyf","italianmafia","5/9/2017",5,293,"super fast shipping! highly trustworthy vendor!! excellent communication!","Cocaine"
"sijoevix","italianmafia","6/28/2017",5,182,"still not yet received","Cocaine"
"pietrosmusi2","italianmafia","8/3/2017",-5,167,"package never arrived, i wrote to him twice but he didn't answer me. ","Cocaine"
"sijoevix","italianmafia","6/28/2017",5,181,"still not yet received","Cocaine"
"ripped4lyf","italianmafia","6/16/2017",5,717,"excellent product. highly recommended!","Cocaine"
"elnes","italianmafia","12/13/2017",0,27,"nothing arrived","Cocaine"
"ScottWalker","italianmafia","12/7/2017",5,33,"A mix up was sorted with quick communication and I received product soon after. Yet to try but happy with service - edit. Low quality","Cocaine"
"Stourac123","italianmafia","9/12/2017",-5,205,"Did not came.. No comunication","Cocaine"
"12qwe12","italianmafia","5/18/2017",5,2369,"Good one! :)","Cocaine"
"kespy","italianmafia","5/17/2017",4.29,1749,"very nice!","Cocaine"
"wubbalubbadubdub","italianmafia","5/30/2017",-2,221,"It's been more than a month, and still haven't received, have given up hope.  I guess that's what I get for ordering from the states","Cocaine"
"jerome72300","italianmafia","9/8/2017",-5,100,"I have not received any communication to avoid dishonest seller","Cocaine"
"matthellens14","italianmafia","4/28/2017",3.33,974,"came quick - not full quant (4/5th). not tried yet","Cocaine"
"peanut","italianmafia","6/6/2017",5,175,"perfect","Cocaine"
"AntJones","italianmafia","8/26/2017",-5,300,"Still no order and cant get any reply, ripoff merchant so beware!","Cocaine"
"Kamicaol","italianmafia","12/1/2017",4,134,"Slow to arrive, but worth the wait","Cocaine"
"lincoln2018","italianmafia","6/10/2017",5,162,"perfect","Cocaine"
"guy1961","italianmafia","8/24/2017",-5,109,"paid for product never came and vendor does not answer any message , this vendor is a scammer never trust this vendor again.","Cocaine"
"McGregor17","italianmafia","5/8/2017",-5,292,"Package never arrived, possibly problem with postage system.. Vendor was helpful nonetheless ","Cocaine"
"McGregor17","italianmafia","5/8/2017",-5,291,"Package never arrived, possibly problem with postage system.. Vendor was helpful nonetheless ","Cocaine"
"farang","italianmafia","5/17/2017",5,255,"took a while but all good","Cocaine"
"bitmag86","italianmafia","5/11/2017",5,252,"12 day to central europe, very well packed, quality good for that price","Cocaine"
"twojastara95","italianmafia","5/21/2017",5,222,"everything okey, good vendor.","Cocaine"
"bobdylan386","italianmafia","5/27/2017",4,188,"arrived al bit late, cualida is good but nada impresive, but in anycase goos stuff for thrice. vell done paquaging","MDMA"
"bobdylan386","italianmafia","5/27/2017",4,187,"arrived al bit late, cualida is good but nada impresive, but in anycase goos stuff for thrice. vell done paquaging","MDMA"
"carbein","italianmafia","5/2/2017",5,291,"Good quantity, service and it seems to be good quality, I will update in case it isn t.","MDMA"
"poolboy123","italianmafia","6/23/2017",5,627,"took a loooong time to arrive (nearly a month) but it contained extra weight, stealth was amazing, and quality good. will order again!","Ecstasy"
"timnot92","italianmafia","4/7/2017",4,317,"Took 22 days to arrive. Think it was because of the SR merge,  Glad it finally showed","MDMA"
"Mavis34","italianmafia","10/1/2017",-5,398,"* SCAMMER * DO NOT ORDER FROM THESE IDIOTS. LOST $200 TO THESE FUCKWITS. ITALIANMAFIA - COULDNT DELIVER A FUCKING PIZZA","Ecstasy"
"yoloyoloyolo","italianmafia","9/21/2017",-5,465,"haven't receive my order","Ecstasy"
"jjfragg","italianmafia","9/8/2017",-5,45,"Order never arrived and vendor is ignoring my messages ","MDMA"
"jackofhouse","italianmafia","8/2/2017",5,274,"Thanks took awhile though. but thanks anyway. ","MDMA"
"ripped4lyf","italianmafia","4/8/2017",5,351,"Excellent communication by seller! highly recommend.","MDMA"
"DoomKiller","italianmafia","9/7/2017",0,411,"Still awaiting order, its been more than 4 days, UK Delivery, no reply from vendor, will give more time for this order to arrive","MDMA"
"sunlitlounge","j0hndelasvegas","10/24/2017",5,76,"Top seller. recommended 5*","Hash"
"JonnyV","j0hndelasvegas","10/18/2017",5,85,"good value for money. clean","Hash"
"JonnyV","j0hndelasvegas","11/16/2017",5,295,"Excellent Seller - Great Product","Hash"
"bomzhara","j0hndelasvegas","11/13/2017",5,350,"Received everything, perfect quality, weight and package. Thank you very much.","Hash"
"BORNKILLER","j0hndelasvegas","10/23/2017",5,395,"good quantity but received france to france after15 days ","Weed"
"pointdexter","j0hndelasvegas","10/3/2017",5,157,"au top ","Hash"
"kirbz","j0hndelasvegas","10/24/2017",5,120,"fast shipping great seller","Hash"
"Aligat0r","j0hndelasvegas","10/9/2017",-5,98,"No Sending, no answere","Hash"
"frip13","j0hndelasvegas","10/9/2017",3,99,"not very good for the price","Hash"
"pointdexter","j0hndelasvegas","10/25/2017",5,218,"super","Weed"
"kinimod","j0hndelasvegas","11/8/2017",5,107,"very good stuff !","Heroin"
"JayTheMan001","j0hndelasvegas","11/9/2017",5,58,"I really appreciate your business. Thank you","Heroin"
"Artoh","j0hndelasvegas","12/2/2017",5,51,"Super","Heroin"
"kinimod","j0hndelasvegas","11/17/2017",5,100,"very good ! Tout bien !","Heroin"
"Pleasekillme","j0hndelasvegas","11/11/2017",-5,64,"No bueno","Heroin"
"AL666","j0hndelasvegas","10/22/2017",4,68,"good vendor, fast delivery but 4/5 for the quality","Heroin"
"schmitchenschleicher","j0hndelasvegas","11/26/2017",5,90,"all ok. good vendor","Heroin"
"klmklm79","j0hndelasvegas","11/2/2017",-5,85,"No bueno","Ketamine"
"ChildSound","j0hndelasvegas","10/19/2017",5,139,"Good quality...... i received the order not fast, but its ok, because the quality are great","Heroin"
"wibbleboy","j0hndelasvegas","11/2/2017",5,98,"Damn fine","Meth"
"jeanpouquette","j0hndelasvegas","11/17/2017",5,89,"Very Fast, Super Stealth! Merci l'ami, pas encore test, mais trs belle consitence et bonne odeur en tout cas ;)","Cocaine"
"matithyah","j0hndelasvegas","6/24/2017",5,255,"AMAZING ","Cocaine"
"maurice","j0hndelasvegas","10/11/2017",4,147,"Order was received today 12 days after it said it was shipped. Just in case others are worried about any possible delay. I will test later and update as necessary. I am happy now that I have received the order.","Cocaine"
"Artoh","j0hndelasvegas","12/1/2017",5,90,"Super","Cocaine"
"kinimod","j0hndelasvegas","9/19/2017",5,369,"Great ! Super ! ","Cocaine"
"kikinimod","j0hndelasvegas","8/29/2017",5,159,"all great ! Very good fast shipping","Cocaine"
"bitman333","j0hndelasvegas","11/13/2017",-5,121,"Scam. Didnt get anything","Cocaine"
"kinimod","j0hndelasvegas","10/11/2017",5,146,"all great !","Cocaine"
"bombastus","j0hndelasvegas","10/8/2017",5,162,"good, very well packed","Cocaine"
"koukouloume","j0hndelasvegas","11/23/2017",5,97,"-------- .A+++++-----This is a very good seller","Cocaine"
"ibiza2016","j0hndelasvegas","6/16/2017",5,548,"Arrived yesterday. Professionally packaged and never a fear of it  not coming. Top marks ","Cocaine"
"Toto12345","j0hndelasvegas","11/21/2017",5,87,"Excellent. Je reviendrais :). Merci !!","Cocaine"
"Camborwellian","j0hndelasvegas","11/30/2017",5,127,"All good many thanks ","Cocaine"
"rave2thagrave","j0hndelasvegas","11/29/2017",5,72,"second time Ordered and received quickly fire product","Cocaine"
"Thibto5","j0hndelasvegas","10/16/2017",5,626,"Delivery fast fr to fr, packaging is ok, Coke is nice, so 5/5","Cocaine"
"jeandormesson","j0hndelasvegas","10/15/2017",5,189,"excellent","MDMA"
"theradcomet","j0hndelasvegas","10/10/2017",5,128,"super quick! 9 days to U.S.","MDMA"
"Tugaroo","j0hndelasvegas","11/11/2017",-5,110,"disgusting bath salts or something awful","MDMA"
"pjimll","j0hndelasvegas","10/22/2017",5,119,"Excellent!","MDMA"
"APHM13","j0hndelasvegas","10/22/2017",5,118,"FAST, NICE PACK ","Ecstasy"
"jackofhouse","j0hndelasvegas","11/27/2017",5,75,"really quick. Thank you","MDMA"
"rooneydog","j0hndelasvegas","10/18/2017",5,129,"good stuff","MDMA"
"Budapesties","j0hndelasvegas","12/2/2017",5,86,"Perfect","Ecstasy"
"mrchippy1111","j0hndelasvegas","11/11/2017",5,212,"thank you for this expression of love. 19 spiritual journies await me. we are all one.","Ecstasy"
"klmklm79","j0hndelasvegas","10/25/2017",-5,128,"No bueno","MDMA"
"Thibto5","j0hndelasvegas","10/16/2017",4,189,"Packaging ok, delivery fast, but very bad product only some little crystal in a lot of powder, for a price very low.. choose what you want","MDMA"
"tommybahama100","j0hndelasvegas","10/21/2017",3,116,"Solid delivery. Not sure how great the product is. Definitely not tops.","MDMA"
"jackofhouse","j0hndelasvegas","11/7/2017",5,98,"late but always good worth the wait.  ","MDMA"
"smellypussy88","j0hndelasvegas","12/1/2017",-5,94,"order and refund not received.","Ecstasy"
"letsgethigh","j0hndelasvegas","10/26/2017",5,123,"took a little while and not the ones in the description. but still arrived.","Ecstasy"
"Ascensias","Jacksh16","5/21/2017",5,344,"Great doing business with you. 5 stars from beginning to end!","Weed"
"yvanleouf","Jacksh16","5/15/2017",5,330,"fast delivery didn't tried the stuff yet","Weed"
"Sumrhufra46","Jacksh16","1/9/2018",5,91,"Great customer support ","Weed"
"i_am_square","Jacksh16","5/4/2017",5,406,"Extremely fast shipment, very nice high thanks dude","Weed"
"32aB97","jacksonglen","9/22/2017",5,404,"very easy to deal with.","Oxycodon"
"32aB97","jacksonglen","9/23/2017",5,929,"fast and dependable","Oxycodon"
"ahmedtokett","jaribootiwalla","12/4/2017",5,27,"perfect","Hash"
"ahmedtokett","jaribootiwalla","1/7/2018",5,256,"the best","Weed"
"freedom100","jaribootiwalla","11/28/2017",-5,34,"Excellent service, very discreet packaging - highly recommended!","Hash"
"GALIK5498","jaribootiwalla","10/2/2017",5,99,"profesionnal vendor, great product, perfect communication","Weed"
"JonnyV","jaribootiwalla","11/24/2017",5,150,"Fantastic SEller ","Hash"
"APavy","jaribootiwalla","11/9/2017",4,62,"Great commincation and good product","Weed"
"yaffle","jaribootiwalla","11/7/2017",5,227,"Recommended. Three weeks to US, but worth the wait. ","Opium"
"scarzo","jaribootiwalla","10/16/2017",5,61,"Very good!","Opium"
"JJ1978","jaribootiwalla","10/19/2017",5,231,"Delivered as promised! Slightly overweight too!","Opium"
"archangel777","jaribootiwalla","12/8/2017",5,79,"was a litte slow in arrival, top of the line medicine, worth wait","Opium"
"290169Z","jaribootiwalla","1/11/2018",5,88,"Excellent Communication, package arrived as was advised in a discreet manor. Highly recommend ","Opium"
"itsallogrenow","jaribootiwalla","10/10/2017",5,38,"Fast delivery and shipment ","Modafinil"
"PortCityGuy72","jaribootiwalla","11/19/2017",5,124,"Great vendor","Modafinil"
"PortCityGuy72","jaribootiwalla","10/19/2017",5,34,"Fast and honest","Modafinil"
"PortCityGuy72","jaribootiwalla","11/4/2017",5,104,"This guy is great. Excellent shipping to states. His stuff comes faster than most people shipping from same continents!!!","Modafinil"
"number","jaribootiwalla","11/22/2017",5,39,"All good","Modafinil"
"itsallogrenow","jaribootiwalla","11/2/2017",5,54,"Fast and reliable ","Modafinil"
"itsallogrenow","jaribootiwalla","11/21/2017",5,39,"fast ","Modafinil"
"mustangdrugs","jaribootiwalla","10/30/2017",5,76,"with love ","Modafinil"
"curiousgeorgie33","jaribootiwalla","11/23/2017",5,22,"Good Job","Modafinil"
"pinkinside","johndulk","10/28/2017",-5,234,"never received","Oxymorphone"
"Suckishboy","KingFisher","12/5/2017",5,58,"Best meth i have ever received ,10/10 bro you rock it . fast delivery","Meth"
"nedstark12","kingofcannabis","5/28/2017",5,35,"good quality i love it i would order again. i recommend","Weed"
"nedstark12","kingofcannabis","6/18/2017",5,59,"Amazing! i guess its the weather here took sometime. But great weed thanks ","Weed"
"Hubert","kingofcannabis","9/8/2017",5,52,"top class as always","Weed"
"pentalope","kingofcannabis","5/20/2017",5,78,"Great vendor with good stealth. product quality was beyond expectation. will order again!","Weed"
"pentalope","kingofcannabis","5/20/2017",5,78,"Fast delivery, Great smoke and large stone , Highly recomended!!","Weed"
"bjg2298","kingofcannabis","6/9/2017",5,56,"Nice packaging, nice product ++","Weed"
"bbob27","kingofcannabis","6/17/2017",5,51,"i love this vendor! shipping to usa takes a good 10-20 days but its worth it. has my business and will continue to have my business in the future! usa midwest consumer!","Weed"
"tschucku","kingofcannabis","9/6/2017",5,78,"Perfect !! :)","Weed"
"lesuiresuitlarr","kingofcannabis","6/12/2017",5,128,"A Trusted Seller!!","Weed"
"tschucku","kingofcannabis","9/29/2017",5,87,"Super!","Weed"
"ChikaKure","kingofcannabis","5/15/2017",5,462,"Everything just perfect! Thank you my friend","Weed"
"247stoner","kingofcannabis","6/12/2017",5,47,"Arrived all good nice weed thank you","Weed"
