"Buyer","Seller","Date","rating","price_USD","review_text","meta_category"
"lesable777","guessguess","4/19/2017",5,722,"fe early guessguess is the best","Cocaine"
"zwent1990","guessguess","11/7/2017",5,271,"The real deal. fast shipping quality product.","Cocaine"
"RKid1897","guessguess","11/18/2017",5,197,"Small hang up on delivery (which was my fault). GuessGuess made it right. Very pleased. Can't wait to do business again!","Cocaine"
"lesable777","guessguess","5/4/2017",5,585,"Best Quality for the chefs, comeback incredible on guessguess product! Most professional vendor! Never a single problem with guessguess, just the best!","Cocaine"
"SnakeDragon","guessguess","11/21/2017",5,250,"Super Quality ","Cocaine"
"frey720454","guessguess","5/5/2017",4.17,1350,"Price a little high, but GOOD stuff, good seller, good communication","Cocaine"
"watchout24","guessguess","6/20/2017",5,737,"GuessGuess Is The Man Quick Delivery As Always & Top Quailty Product & Stealth Shipping.. Pleasure Doing Business Again.. How You Knew Im a Julia Fan I'll Never Know;) You Sir Are GOOD!! HAHA Thanks Again..","Cocaine"
"FriendlyUsername","guessguess","6/20/2017",5,747,"Amazing. Thank you","Cocaine"
"SnakeDragon","guessguess","11/13/2017",5,137,"Super ","Cocaine"
"tommybahama100","guessguess","10/6/2017",5,395,"Superfast delivery, good communication, A+ vendor","Cocaine"
"stonecold1962","guessguess","5/2/2017",5,1569,"Perfect all the way around !","Cocaine"
"alphab0ss","guessguess","4/21/2017",5,710,"2 days from order to delivery, the real deal.  Best stealth I have ever seen!","Cocaine"
"jedimaster","guessguess","4/25/2017",4.17,1637,"didnt like it as much as the 88%","Cocaine"
"wormcrawl","guessguess","12/26/2017",5,400,"Fast delivery, excellent product","Cocaine"
"jeffgotteem","guessguess","6/27/2017",5,881,"Arrived on time. Good stuff.","Cocaine"
"shlomo.trach3","guessguess","5/6/2017",4.17,1092,"Great!!!!!","Cocaine"
"RKid1897","guessguess","12/19/2017",5,577,"Quality wasn't quite the usual :(","Cocaine"
"bll99","guessguess","5/12/2017",0.83,1168,"1 bc stuff is legit. otherwise negative, slow shipper doesnt respond unless support contacted. made up excuse. second time this has happened thought it was me the first time took 14 days to get even though we live in same state too many options on here","Cocaine"
"lambo18","guessguess","6/15/2017",2,857,"Not as good as the 1st 2 orders. I'll give a 2 but only for quick delivery but it was hard to cut up. Had to use hammer to grind up. Came in 2 rocks as opposed to the powder. Seemed like someone else prepared it. Gonna take a break due to the experience","Cocaine"
"mayhem66","guessguess","5/18/2017",4.17,1088,"A++ recieved within 2 business days. great product and stealth shipping.","Cocaine"
"letsgethigh","guessguess","10/30/2017",5,145,"always a pleasure","Cocaine"
"CaptainJack18","guessguess","10/18/2017",5,164,"Stealth=A, Quality=A+","Cocaine"
"user978","guessguess","11/14/2017",5,269,"Super fast delivery. Higly recomended","Cocaine"
"wubbalubbadubdub","guessguess","4/20/2017",3.12,2856,"guessguess continues to impress, don't even bother with all the rest.  ordered Wednesday night, sent Thursday, received Monday.  Guess has never disappointed, this is my 4th or 5th order with him and he's as professional as it gets!","Cocaine"
"FreeStyleGod","guessguess","4/5/2017",4,783,"all good","Cocaine"
"JimmyDean420","guessguess","8/13/2017",-5,546,"No Response for 2 weeks, no receipt","Cocaine"
"bassplayingfool","guessguess","10/19/2017",5,963,"Excellent and extremely fast!  Delivered in two days.  Definitely recommend.","Cocaine"
"scoobdoo122","guessguess","5/26/2017",5,411,".quality product,  i could smell it as soon as i opened the pack!!!  very stealth aaswell, and speedy delivery!!!!!!","Cocaine"
"darknat77","guessguess","11/30/2017",5,211,"Perfect. Stealth, Quality, Shipping...5/5","Cocaine"
"bigtdogg","guessguess","12/2/2017",5,186,"Awesome product. Thanks for being so discreet with the packaging.","Cocaine"
"StevenCurry","guessguess","5/13/2017",5,2045,"Guessguess IS the best ","Cocaine"
"JohnnyTopside","guessguess","6/11/2017",5,692,"First off, very friendly guy, responded to all my questions in a timely manner. Secondly, fast shipping and great stealth. Third, and finally the product itself; seems to me even better than advertised! ","Cocaine"
"bassplayingfool","guessguess","11/2/2017",5,794,"excellent vendor!  Fast delivery and superior product","Cocaine"
"funkypurplemonkies","guessguess","10/16/2017",5,154,"Awesome Vendor","Cocaine"
"mookie7","guessguess","1/12/2018",5,71,"Great Vendor","Cocaine"
"cholo1","guessguess","10/4/2017",5,408,"Thanks. Crazy Fast Shipping. #1","Cocaine"
"Rollinglover","guessguess","5/29/2017",5,1118,"Great product and fast delivery. ","Cocaine"
"mookie7","guessguess","12/7/2017",5,57,"Great!,","Cocaine"
"catmando","guessguess","12/10/2017",5,215,"super fast. took 2 days to recieve. good product","Cocaine"
"catmando","guessguess","11/13/2017",5,531,"Fast/excellent highly recomended","Cocaine"
"jcrow","guessguess","4/14/2017",5,742,"excellent vendor excellent product cooks great almost triple return","Cocaine"
"Ralphthedog","guessguess","6/6/2017",5,1216,"spot on. Excellent ","Cocaine"
"shdwjaybone","guessguess","5/30/2017",5,750,"On time, consistent, reliable. Buy from guess guess","Cocaine"
"bbanks243","guessguess","5/10/2017",5,480,"Great as always 5/5","Cocaine"
"bbob27","guessguess","5/31/2017",5,362,"Top notch quality. 2-3 day usa to usa delivery. Love guessguess. He is the best","Cocaine"
"Gixer4","guessguess","6/15/2017",5,717,"Very fast shipment, super stealth packaging, awesome vendor!","Cocaine"
"Silkyfratbro","guessguess","10/25/2017",5,155,"Great scent, sparkley, and great high","Cocaine"
"Charlie","guessguess","5/18/2017",-5,462,"SCAMMER!!! DO NOT BUY!!!!","Cocaine"
"shdwjaybone","guessguess","4/23/2017",5,706,"very good/ very stealth packaging","Cocaine"
"Charlie","guessguess","5/28/2017",-5,395,"Scammer!!! stay away!","Cocaine"
"snowflame","guessguess","12/21/2017",5,54,"Great product as always. Thanks.","Cocaine"
"Charlie","guessguess","6/1/2017",-5,355,"Scammer!!! Stay away!!!","Cocaine"
"Charlie","guessguess","6/6/2017",-5,300,"SCAMMER!!!!","Cocaine"
"Charlie","guessguess","6/14/2017",-5,344,"SCAMMER!!!","Cocaine"
"Charlie","guessguess","6/16/2017",-5,349,"FULL ON SCAMMER!!!!","Cocaine"
"watchout24","guessguess","4/21/2017",5,695,"One Of The Best Vendors On SR3!!! Highly Recommend","Cocaine"
"Charlie","guessguess","6/27/2017",-5,346,"SCAMMER!!!!","Cocaine"
"Charlie","guessguess","6/21/2017",-5,318,"SCAMMER!!!!","Cocaine"
"Charlie","guessguess","5/25/2017",-5,342,"SCAMMER!!! SCAMMER!!!","Cocaine"
"Charlie","guessguess","6/13/2017",-5,311,"SCAM CENTRAL!!!!","Cocaine"
"Charlie","guessguess","6/18/2017",-5,339,"WILL STEAL YOU MONEY!!!!","Cocaine"
"user978","guessguess","11/20/2017",5,332,"Super fast delivery. Totaly reliable. Wouldn't go to anyone else!","Cocaine"
"gibrish","guessguess","1/22/2018",5,57,"HIgh quality and on point as usual.  Thank you.","Cocaine"
"gibrish","guessguess","11/6/2017",5,123,"Thanks guys.  You are dependable and fair, unlike some of the other vendors on SR.","Cocaine"
"watchout24","guessguess","10/8/2017",5,193,"Great Vendor Awesome Your Back. Great Stuff As Always ","Cocaine"
"watchout24","guessguess","5/22/2017",5,743,"guessguess is the best thats no joke always delivers the best.. great with answeing Question first vendor i ever used and will be the last for coke!!!! hes a honest mofo with great quality..","Cocaine"
"maddmatt2223","guessguess","5/14/2017",5,505,"great stuff","Cocaine"
"whitegoldfold","guessguess","11/30/2017",5,98,"Guess Is The Best","Cocaine"
"johnnywaffles","guessguess","1/22/2018",5,92,"Great job. Ty gg.","Cocaine"
"marinelayer27","guessguess","5/14/2017",5,497,"guessguess is the best!","Cocaine"
"marinelayer27","guessguess","4/24/2017",5,705,"High quality and excellence value. highly recommend.","Cocaine"
"matthoward008","guessguess","12/22/2017",5,136,"great product will be a repreat customes, and great communication","Cocaine"
"MrEGuy","guessguess","11/8/2017",5,296,"shipped to AUS, took a little longer than expected but worth the wait","Cocaine"
"Glock43","guessguess","10/19/2017",5,155,"quick to ship and quick del good product","Cocaine"
"Glock43","guessguess","10/17/2017",5,159,"quick ship and del and good product","Cocaine"
"mayhem66","guessguess","5/1/2017",5,615,"*****- Fast shipping, great product. Solid Vendor","Cocaine"
"Maxwestloop","guessguess","11/26/2017",2.5,603,"Super fast delivery, great vendor!","Cocaine"
"mayhem66","guessguess","5/7/2017",5,546,"excelent response and fast shipping. .","Cocaine"
"mayhem66","guessguess","6/12/2017",5,1281,"Super fast. A++","Cocaine"
"60MTnxx2x","guessguess","6/21/2017",5,770,"reliable, communicative, discreet. would rate higher if i could. ","Cocaine"
"KraKra079","guessguess","10/20/2017",5,146,"There is no Guess Who Is The Best","Cocaine"
"js0874","guessguess","12/8/2017",5,112,"Great product!","Cocaine"
"cokemeupscotty","guessguess","10/15/2017",5,155,"quality product and timely and discreet shipping","Cocaine"
"coloradokid","guessguess","11/22/2017",5,221,"Best on the dark","Cocaine"
"coloradokid","guessguess","11/9/2017",5,124,"Fire as described super stealth","Cocaine"
"coloradokid","guessguess","12/29/2017",5,73,"top dawg","Cocaine"
"howdshedothat","guessguess","12/16/2017",5,304,"unbelievable, amazing","Cocaine"
"jmetcalf2001","guessguess","6/23/2017",5,617,"Great product, Fast Delivery. Would order again. ","Cocaine"
"lambo18","guessguess","5/19/2017",5,1062,"Fantastic. Came in just 3 days. The BTC Process and CC and quick funds confirmation seems too easy. Product was pretty good too","Cocaine"
"plainsight","guessguess","11/22/2017",3,249,"Low rating due to shipping not product. product odor was detectable through packaging. Quality of product is EXCELLENT for the price. ","Cocaine"
"Guerra88","guessguess","5/11/2017",5,1139,"Will update when received- quick shipping - great product","Cocaine"
"Guerra88","guessguess","10/19/2017",5,611,"Fast delivery  - awesome product ","Cocaine"
"howdshedothat","guessguess","10/5/2017",5,901,"wow. ","Cocaine"
"SnakeDragon","guessguess","10/16/2017",5,154,"Super ","Cocaine"
"howdshedothat","guessguess","10/30/2017",5,644,"perfect!","Cocaine"
"okayauco","guessguess","6/12/2017",5,1279,"I love guessguess!","Cocaine"
"thomascrown","guessguess","6/20/2017",5,740,"very nice","Cocaine"
"Nchlor","guessguess","10/10/2017",5,417,"Top Scores for Vendor. Guessguess Prompt response to order, creative stealth and timely delivery,  Solid Product Quality.  This is a Good Vendor who is consistent with quality service, responsiveness and problem resolution.  Great Business acumin.  Thumbs ","Cocaine"
"artvandelay","guessguess","1/9/2018",5,66,"The best","Cocaine"
"johnnywaffles","guessguess","11/7/2017",5,281,"Very good.","Cocaine"
"17dFb76","guessguess","1/7/2018",5,62,"Very professional vendor. 4/5 on quality. Would recommend. ","Cocaine"
"kronik9","guessguess","4/22/2017",5,1664,"Trusted. Good stuff","Cocaine"
"artvandelay001","guessguess","5/2/2017",5,602,"Great product and best stealth I've ever seen. Helped me with last minute changes too. Ordering again. ","Cocaine"
"RightOn","guessguess","5/8/2017",5,547,"Best vendor on SR!","Cocaine"
"skullcandy","guessguess","1/24/2018",3.57,1913,"never responded to my msg and my order was a quarter gram short. Notta big deal but somethin to note. ","Cocaine"
"artvandelay001","guessguess","5/29/2017",5,375,"Always best stuff and best stealth","Cocaine"
"JTCurry","guessguess","4/19/2017",5,1719,"SUPER Cool to deal with! Fast response to questions! Fast and discreet shipping! Excellent Product! My new guy for this item!!!!","Cocaine"
"arye0007","guessguess","5/4/2017",5,581,"Great! thank you.","Cocaine"
"johnnywaffles","guessguess","11/20/2017",5,246,"Very good.","Cocaine"
"RKid1897","guessguess","1/17/2018",5,627,"The best there is. Period. Latest was the best of the best. WOW! Thank you!","Cocaine"
"Dragon69","guessguess","6/4/2017",5,822,"guessguess is the BEST!!! 5 Stars","Cocaine"
"RKid1897","guessguess","1/14/2018",5,160,"The best! Flame!!!","Cocaine"
"johnnywaffles","guessguess","5/17/2017",5,1917,"Consistent quality and vendor.","Cocaine"
"sh3v3n","guessguess","10/22/2017",5,913,"Recommended","Cocaine"
"johnnywaffles","guessguess","4/16/2017",5,2905,"3 day delivery, quality was good. ","Cocaine"
"SHREK4DONKEY4EVER","guessguess","6/28/2017",5,812,"Quick delivery once again. Quality good","Cocaine"
"snowflame","guessguess","10/17/2017",5,158,"Great quality, fast shipping","Cocaine"
"Dickjustis1925","guessguess","6/5/2017",5,584,"Fast. Exactly as ordered.","Cocaine"
"drjamesshu","guessguess","5/15/2017",4.17,1237,"awesome vender two days !!! and just supper product as always if your looking for a USA coke guy this is the man ! ","Cocaine"
"kronik9","guessguess","5/28/2017",5,1569,"Great product. Excellent service","Cocaine"
"Dickjustis1926","guessguess","11/7/2017",5,774,"Quick shipping. Product as described","Cocaine"
"umbrelladog","guessguess","8/1/2017",-5,316,"marked shipped, gave me an ETA and everything but never arrived. vendor told me the site was acting up and never recieved payment. not sure why they marked it shipped then....","Cocaine"
"dogemaster99","guessguess","4/19/2017",3.12,2861,"great product timely delivery 10/10","Cocaine"
"cholo101","guessguess","11/12/2017",5,315,"Yes his stuff is pricer then others but god damn its worth every penny. Seriouly Guess is the man. Got my shit in 48 hours A++++","Cocaine"
"mmaarmydude","guessguess","5/2/2017",5,620,"been using guessguess since before the migration. his stuff is always on point and top notch. when they say we the best, you better believe it. best product i've come across and constantly reliable","Cocaine"
"Glock43","guessguess","10/25/2017",5,161,"great vendor, quick ship, quick del, good product","Cocaine"
"profile7051","guessguess","12/2/2017",5,401,"Fast delivery!!","Cocaine"
"boomtomb07","guessguess","1/9/2018",5,69,"Fast and stealthy shipping, good product, all around great vendor. Will definitely be using again.","Cocaine"
"saclunch","guessguess","6/1/2017",5,352,"Amazing, thank you!","Cocaine"
"user978","guessguess","10/13/2017",5,300,"Super fast delivery and super stealth packaging. 5 stars","Cocaine"
"dongjohnson","guessguess","9/27/2017",5,819,"Good stuff","Cocaine"
"dongjohnson","guessguess","11/5/2017",5,732,"top notch","Cocaine"
"Wizzaa","guessguess","10/3/2017",5,209,"Super fast delivery","Cocaine"
"scarar","guessguess","4/10/2017",2.5,672,"Great Product, thanks!","Cocaine"
"bornhappy31","guessguess","6/5/2017",5,315,"great stealth, and quick shipping. 5/5 without a doubt.","Cocaine"
"scarar","guessguess","6/16/2017",5,1391,"Awesome product / vendor. Super fast shipping. Awesome vendor for fast domestic shipping. If I could give this vendor 100 I would. :) ","Cocaine"
"thrizzlebizzle","guessguess","6/10/2017",5,300,"Bomb","Cocaine"
"calc89","guessguess","1/10/2018",5,139,"Excellent product, delivery estimate was one day off but not a problem.","Cocaine"
"SHREK4DONKEY4EVER","guessguess","6/16/2017",5,819,"ARRIVED ON TIME. PACKAGED DISCRETE. AWAITING TO TEST QUALITY","Cocaine"
"tweakybunny5","guessguess","6/16/2017",5,341,"Took a little longer than expected but product arrived perfectly, discreet, well packaged, product as described.","Cocaine"
"erectumus","guessguess","5/5/2017",4.17,1332,"These guys are great!  Shipped out same day as order got the product the very next day!  Awesome!","Cocaine"
"zyclon13","guessguess","1/3/2018",-5,132,"NEVER GOT IT- POSSIBLE RIP OFF DONT ORDER FROM HIM BIG TIME RIP OFF","Cocaine"
"drjamesshu","guessguess","4/19/2017",5,722,"great ,on time as he said .stealth is very impressive. ","Cocaine"
"jhutch377","guessguess","8/12/2017",-5,848,"Never recieved package, no communication.","Cocaine"
"patrickdud","guessguess","10/25/2017",5,358,"great","Cocaine"
"cholo101","guessguess","11/3/2017",5,125,"LIKE ALWAYS FAST SHIPPING AND DELIVERY. YOU THE BEST:)","Cocaine"
"scarar","guessguess","4/17/2017",2.5,2947,"Great Product and Great vendor!! Thanks again Bro!","Cocaine"
"MyDaemon65","guessguess","4/8/2017",5,685,"Super fast shipping, great service, super stealthy package.","Cocaine"
"MyDaemon65","guessguess","4/18/2017",4.17,1407,"Fast shipping, great communication and superior product +5","Cocaine"
"7up11","guessguess","6/27/2017",5,346,"3DD w/ great communication.  Excellent Product.","Cocaine"
"R4pidF1R3","guessguess","5/18/2017",5,1185,"Had a hiccup in the order initially (my fault -- forgot to provide shipping name), but Guess sorted me out and did a reship at no extra charge. Product is fire, shipping was 2 days, very satisfied. My go-to vendor in the future.","Cocaine"
"eajet","guessguess","10/2/2017",5,201,"Excellent, Fast, Professional","Cocaine"
"FastKaw1","guessguess","12/2/2017",5,185,"Great vendor. Goes above and beyond for customer!!r","Cocaine"
"FastKaw1","guessguess","11/21/2017",5,249,"fantastic","Cocaine"
"cholo1","guessguess","10/16/2017",5,155,"Same as last order. Quick, accurate, and stealth. Will continue to order from you. #1 thanks","Cocaine"
"Ralphthedog","guessguess","6/18/2017",5,4349,"so fast so nice","Cocaine"
"SCR996","guessguess","6/14/2017",5,4584,"Perfect as always.  Thanks again","Cocaine"
"wubbalubbadubdub","guessguess","5/5/2017",5,7415,"As always,I give the highest rating I can. Check this:ordered late Friday night, shipped Saturday, received Monday! Amazing, right!? Although the first couple orders from guess the quality was the best, this stuff is still BOMBAND FAT a few points!!!!!!!!!","Cocaine"
"wubbalubbadubdub","guessguess","6/6/2017",5,3946,"Guess what? Guess is as solid as ever. No surprises here.","Cocaine"
"mother2357","hectorstuf","6/13/2017",5,101,"good timing but weak strength","LSD"
"Billy24559","hectorstuf","6/24/2017",5,77,"Fantastic","Valium"
"jeboiboi","hectorstuf","6/14/2017",5,90,"Fast delivery, recieved as promised.","Zopiclone"
"user12esy","HeinekenExpress","1/18/2018",5,27,"Good communication! - Everything is fine!","Speed"
"brszabina","HeinekenExpress","1/2/2018",5,14,"BEST OF!!!!!!. :))","Speed"
"whothefuckknows","HeinekenExpress","1/12/2018",5,84,"Prompt and considerate communication and shipment. Excellent!","Speed"
"DeGoedHeiligman","HeinekenExpress","12/24/2017",5,90,"Counted and tested. Super stuff!","Ecstasy"
"Elagbiamine","HeinekenExpress","1/19/2018",5,105,"all good ;)","Ecstasy"
"victorbell","HeinekenExpress","1/9/2018",5,56,"excellent","Ecstasy"
"sesesese","HeinekenExpress","1/9/2018",-5,78,"SCAMMER!!!","Ecstasy"
"Giiilky","HeinekenExpress","12/30/2017",5,13,"Package arrived very stealth today in the mail. Pleased with order and will re-order again.","LSD"
"aberoasis","HeinekenExpress","12/20/2017",5,136,"Great Seller! Fast message response! Highly recommended! Goods are as described. A+++ ","LSD"
"Phatman","HeinekenExpress","12/19/2017",5,25,"fantastic vendor, absoloutely top quality ","Ketamine"
"Asterix33","HeinekenExpress","12/18/2017",5,25,"Thanks a lot for the nice christmas card :) happy new year!","Ketamine"
"Eddiedeeskimo","HeinekenExpress","1/15/2018",5,18,"Very quick delivery, excellent!!!!!!","Ketamine"
"ARNEB77","HeinekenExpress","1/19/2018",5,21,"nice","Ketamine"
"gtetetet","HeinekenExpress","12/20/2017",5,15,"Took a while but got it right, pretty good but a bit short","Ketamine"
"f59bc7c05a4d941ea126d7ef1f9ce015","HeinekenExpress","1/11/2018",5,19,"Awesome seller!","Ketamine"
"Sintemaarten","HeinekenExpress","12/30/2017",5,17,"Good quality and quantity","Ketamine"
"intatrax7","HeinekenExpress","1/9/2018",5,69,"amazing fast and easy service.","Ketamine"
"tommy4201","HeinekenExpress","1/8/2018",5,17,"thank u. sorry or the late payment.","Codeine"
"0n4n1","highstacks0831","10/9/2017",-5,54,"Never received shipment","Weed"
"Strelya","highstacks0831","9/10/2017",5,32,"Good service","Weed"
"whitewidow1234","highstacks0831","10/17/2017",5,43,"too a while to get here, but awesome quality. ","Weed"
"bigboi48","highstacks0831","10/8/2017",-5,119,"i did not get anything. your a scam","Weed"
"vaibhavb97","highstacks0831","10/21/2017",-5,26,"I was supposed to receive this order in 3 days.Its been 7 days n I still havent received it.The vendor doesnt respond to messages or emails. He replied 4 times asking me 2 be patient n saying it will arive on Friday.Its Saturday nw.will update if i receive","Weed"
"A12b3c","highstacks0831","12/1/2017",5,14,"Top vendor","Weed"
"aassddffgg123","highstacks0831","11/17/2017",-5,25,"SCAMMER!!!!","Weed"
"kuntmagnet","highstacks0831","10/12/2017",-5,35,"It never arrived","Weed"
"megustaperico","highstacks0831","12/1/2017",-5,292,"Never arrived. Was it even sent?","Cocaine"
"Hamburger45","highstacks0831","10/21/2017",-5,49,"Ripped me off. Avoid!","Weed"
"jimjamjabam","highstacks0831","10/26/2017",-5,107,"Pretty sure I got scammed","Weed"
"jayk","highstacks0831","10/19/2017",5,298,"Top quality and fast shipping","Weed"
"JayTheMan001","highstacks0831","11/16/2017",5,222,"Thank you so much! Will be purchasing again!","Weed"
"Calibankroll","highstacks0831","11/17/2017",-5,124,"Did not receive anything but lies from this vendor  ","Weed"
"A12b3c","highstacks0831","1/2/2018",-5,122,"Scammer avoid","Weed"
"ax4238","highstacks0831","11/9/2017",2,138,"Order took about 17 days to be received, despite allegedly being domestic shipping. (In a support ticket, vendor indicated that the delivery was, in fact, international, which contradicts the vendor's claim to ship from Canada.) ","Speed"
"stinkypot","highstacks0831","12/3/2017",5,55,"all good ","Speed"
"stinkypot","highstacks0831","11/12/2017",5,127,"perfect","Speed"
"lostinspace","highstacks0831","9/26/2017",0,210,"Never Received Order","Speed"
"pigfacenail","highstacks0831","11/7/2017",5,128,"very fast delivery to uk !! 7DD","Speed"
"funguyrick","highstacks0831","1/7/2018",-5,39,"SCAMMER!!!!","Speed"
"matthoward008","highstacks0831","12/23/2017",-5,106,"piece of shit thief.  do not order from this fraud","Speed"
"cucu","highstacks0831","11/25/2017",-5,47,"Order not received.","Speed"
"Hunternet7","highstacks0831","12/6/2017",-5,43,"been ripped off, dont use silk road it's a giant con job, all they want is your money!","Speed"
"Fredaf77","highstacks0831","9/21/2017",0,152,"Good communication. No Product","Speed"
"brokenkeyboard","highstacks0831","11/5/2017",5,63,"outstanding vedor","Cocaine"
"neilanblome","highstacks0831","12/12/2017",-5,27,"never received","Cocaine"
"qwerqw3223rr","highstacks0831","12/27/2017",-5,108,"Never recieved.  No response.","Cocaine"
"firefly2000","highstacks0831","10/26/2017",-5,82,"no comms, payment made, opened ticket but nothing still from highstacks0831. Bad Vendor","Cocaine"
"cultures87","highstacks0831","12/19/2017",-5,71,"This was a domestic order and 4 weeks later still no package. I brought it to the vendors attention however they have decided not to respond ..they were quick to respond when I inquired about other goods. Two thumbs down for this guy.","Cocaine"
"blaze476","highstacks0831","12/23/2017",-5,32,"scammer","Cocaine"
"darkium","highstacks0831","8/2/2017",-5,1021,"WORKED BEFORE BUT NOW DID NOT RECEIVED, TRIED 2 TIMES","Cocaine"
"letsgethigh","highstacks0831","11/7/2017",-5,19,"No communication. shippind says 3 days. recieved nothing.","LSD"
"Cali4600","highstacks0831","11/3/2017",5,502,"Great vendor","Vyvanse"
"local247","highway22","9/6/2017",5,173,"Excellent service. fast and hope you come to my rescue again next time","Weed"
"tonytt","HQPunlimited","1/16/2018",5,23,"very nice thx","Weed"
"GroundZero","HQPunlimited","5/1/2017",5,6324,"Order recieved, weight exactly on point just as always, top shelf qear, thanks HQPu!! I would leave the full 24 points if I could, the system wont let me go past 12. Same goes for all my previous orders as well.","Weed"
"347fdr56","HQPunlimited","10/21/2017",5,216,"Good quality, fast descreet shipping, but was .5 short. Not complaining, will buy again.","Concentrates"
"0verlooked","HQPunlimited","1/26/2018",5,39,"Awesome quality, great product ","Concentrates"
"ikeike8246","HQPunlimited","6/7/2017",5,1473,"Great Quirkle Bud! Will be Buying Plenty More! ","Weed"
"GroundZero","HQPunlimited","6/20/2017",5,1635,"Fast delivery, nice looking product, thanks HQP, highly recommend.","Weed"
"GroundZero","HQPunlimited","5/14/2017",5,4891,"Order was for a HP, HQPu really cares about his buyers, goes the extra mile to fix issues should they arise, def recommend.","Weed"
"GroundZero","HQPunlimited","4/22/2017",5,3411,"My new go-to for flowers, thanks HQP!!","Weed"
"userjordan","HQPunlimited","11/21/2017",4,105,"Ordered 4 received 3.7 Still fire","Concentrates"
"BV4rU72aB","HQPunlimited","6/22/2017",5,21002,"Fast delivery! Great nugs and great veriaty.","Weed"
"stoopz","HQPunlimited","10/20/2017",5,72,"great","Concentrates"
"chemtek140","HQPunlimited","4/20/2017",2.78,3488,"great shipping, great stealth, will be back","Weed"
"Oldfart","HQPunlimited","1/21/2018",5,34,"A+ Quality &Service","Concentrates"
"Lazyman264","HQPunlimited","8/13/2017",5,104,"ordered twice and will again. great product","Concentrates"
"userjordan","HQPunlimited","11/21/2017",4,104,"Ordered 4 received 3.7 Still fire","Concentrates"
"SaltySteven667","HQPunlimited","6/23/2017",5,5476,"Great response time, and great product!","Weed"
"nbdklgdfjskl92145","HQPunlimited","8/24/2017",5,100,"excellent quick shipping","Concentrates"
"writtenemotion5","HQPunlimited","11/19/2017",5,73,"thats some good fucking weed bro","Weed"
"BV4rU72aB","HQPunlimited","4/28/2017",4.06,64530,"Im doing 65/80 due to how long it took to receive. Vendor stated next time will be faster, it was slow due to size of order. Quality was not as good as the Maui or Blue Dream and each lb had at least 1 to 2 oz of shake. Hoping for better results next time.","Weed"
"fr0ccli","HQPunlimited","7/30/2017",5,103,"Really fast delivery, ordered it on 07/30 and got it 08/04, and it seems pretty dank","Weed"
"yohowillgetslayed","HQPunlimited","5/21/2017",5,290,"Good communication and product of right quality/weight. Would order again.","Weed"
"writtenemotion5","HQPunlimited","11/19/2017",5,73,"thats some good fucking weed bro","Weed"
"exogisis","HQPunlimited","6/29/2017",5,216,"Very fast shipping! Great product!","Weed"
"Membranes","HQPunlimited","6/13/2017",5,313,"Nice buds and stealth. Took only 2 days to get here somehow.","Weed"
"wackyweed420","HQPunlimited","5/15/2017",5,358,"Fast delivery! Weight exact!","Weed"
"JonnyBoy8888","HQPunlimited","4/15/2017",5,1369,"Very Good, Fast Delivery, Accurate weight","Weed"
"biclighter","HQPunlimited","9/14/2017",5,159,"Insanely fast delivery.  Will be back.","Weed"
"JeanWillings707","HQPunlimited","10/17/2017",5,148,"thank you","Weed"
"Mrrobb43 ","HQPunlimited","4/12/2017",5,704,"Great as usual! Thanks","Weed"
"Mrrobb43 ","HQPunlimited","5/27/2017",5,353,"5/5 Great customer service as always","Weed"
"Mrrobb43 ","HQPunlimited","4/28/2017",5,650,"Awesome, thank you!","Weed"
"Aboogie1994","HQPunlimited","10/16/2017",5,50,"got order took 8 business days. but good vendor ","Weed"
"Mrrobb43 ","HQPunlimited","5/14/2017",5,498,"Top Quality and Professionalism as always. Thank you!","Weed"
"apostolic14","HQPunlimited","11/29/2017",5,28,"great quality","Weed"
"apostolic14","HQPunlimited","11/29/2017",5,28,"great quality","Weed"
"nbdklgdfjskl92145","HQPunlimited","9/17/2017",5,460,"fast shipping great quality","Weed"
"stoopz","HQPunlimited","11/30/2017",5,91,"Quality Product!  Will order again","Weed"
"JayTheMan001","HQPunlimited","9/29/2017",5,135,"Finally received and it was well worth the wait, thank you!","Weed"
"plainsight","HQPunlimited","1/24/2018",5,140,"excellent product, good stealth, fast delivery","Weed"
"drjamesshu","HQPunlimited","4/20/2017",5,246,"he's legit .2day delivery .smells great ,triple vac. ","Weed"
"Qwertybai","HQPunlimited","8/25/2017",3,215,"GREAT PRODUCT would order again but /POOR SHIPPING- envelope delivered torn open product exposed.. Luckily no problems..yet.. Please conceal better- tape cardboard anything.. Trees fire so 3/5","Weed"
"cosmicOcharlie","HQPunlimited","9/23/2017",5,241,"very nice","Concentrates"
"bluejay123","HQPunlimited","9/23/2017",5,155,"fast shipping, great stealth","Weed"
"istherefood","HQPunlimited","5/2/2017",5,213,"I haven't tried it but smells good.","Weed"
"seapac80","HQPunlimited","1/5/2018",5,29,"Great quality!!","Concentrates"
"hungryhippo420","HQPunlimited","1/7/2018",5,29,"Dont recommend smoking this before work.. But amazing quality for its price. Will buy again for sure!","Concentrates"
"BV4rU72aB","HQPunlimited","6/28/2017",5,12446,"Fast delivery!","Weed"
"RightOn","HQPunlimited","9/20/2017",5,70,"Some bomb ass dank ass skikunkunk. 10/10 would reccomend. Fast shipping.","Weed"
